"MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","selected","shared name"
,"Unclustered","3.0","MARCHF2","false","MARCHF2"
,"Unclustered","3.7333333333333334","EGLN1","false","EGLN1"
"Cluster 12","Clustered","5.0","PDRG1","false","PDRG1"
,"Unclustered","0.4","STK38L","false","STK38L"
"Cluster 12","Clustered","5.0","SDF2","false","SDF2"
,"Unclustered","0.6666666666666666","PIGQ","false","PIGQ"
,"Unclustered","8.0","TBX6","false","TBX6"
"Cluster 2","Clustered","11.0","MED16","false","MED16"
"Cluster 6","Clustered","9.0","INO80E","false","INO80E"
"Cluster 6","Clustered","9.0","PPP4C","false","PPP4C"
"Cluster 6","Clustered","9.0","TMEM219","false","TMEM219"
"Cluster 6","Clustered","9.0","TAOK2","false","TAOK2"
"Cluster 6","Clustered","9.0","HIRIP3","false","HIRIP3"
"Cluster 6","Clustered","9.0","PAGR1","false","PAGR1"
"Cluster 6","Clustered","9.0","KCTD13","false","KCTD13"
,"Unclustered","2.0","ISYNA1","false","ISYNA1"
,"Unclustered","0.3333333333333333","PISD","false","PISD"
"Cluster 10","Clustered","3.7333333333333334","SSNA1","false","SSNA1"
"Cluster 16","Clustered","9.625","SUPT5H","false","SUPT5H"
,"Unclustered","2.0","CDK20","false","CDK20"
,"Unclustered","4.285714285714286","CDK5RAP1","false","CDK5RAP1"
,"Unclustered","3.0","OSGEP","false","OSGEP"
,"Unclustered","1.5333333333333332","NFU1","false","NFU1"
,"Unclustered","0.4","TMCO4","false","TMCO4"
,"Unclustered","0.0","CDKN2AIPNL","false","CDKN2AIPNL"
"Cluster 2","Clustered","11.0","MED26","false","MED26"
,"Unclustered","0.0","IL17RC","false","IL17RC"
,"Unclustered","0.9523809523809523","SIX5","false","SIX5"
"Cluster 2","Clustered","11.0","MED25","false","MED25"
"Cluster 2","Clustered","11.0","MED18","false","MED18"
,"Unclustered","0.5","TNFSF15","false","TNFSF15"
,"Unclustered","0.2857142857142857","CENPB","false","CENPB"
,"Unclustered","5.0","UBTF","false","UBTF"
,"Unclustered","4.0","TADA3","false","TADA3"
,"Unclustered","2.0","EMC10","false","EMC10"
,"Unclustered","0.4","CEP170B","false","CEP170B"
,"Unclustered","0.6666666666666666","RAI14","false","RAI14"
"Cluster 14","Clustered","3.0","CERS5","false","CERS5"
"Cluster 14","Clustered","3.0","SGMS2","false","SGMS2"
"Cluster 14","Seed","3.0","SPHK2","false","SPHK2"
,"Unclustered","0.0","CFAP410","false","CFAP410"
"Cluster 6","Clustered","9.382352941176471","FUS","false","FUS"
,"Unclustered","3.0","CHCHD6","false","CHCHD6"
"Cluster 4","Clustered","7.961538461538462","LUC7L","false","LUC7L"
,"Unclustered","0.5","WDFY2","false","WDFY2"
"Cluster 4","Clustered","8.076923076923077","RBM10","false","RBM10"
"Cluster 6","Clustered","9.09090909090909","CTNNBL1","false","CTNNBL1"
,"Unclustered","0.4","SHISA4","false","SHISA4"
"Cluster 2","Clustered","10.371428571428572","KHSRP","false","KHSRP"
,"Unclustered","3.0","NR2C2AP","false","NR2C2AP"
,"Unclustered","0.6666666666666666","CHID1","false","CHID1"
,"Unclustered","3.0","TRAPPC6A","false","TRAPPC6A"
,"Unclustered","1.2","EMC7","false","EMC7"
,"Unclustered","3.0","LEMD2","false","LEMD2"
"Cluster 19","Clustered","5.0","VPS37D","false","VPS37D"
"Cluster 19","Clustered","5.0","MVB12A","false","MVB12A"
"Cluster 20","Clustered","3.0","TUBB2A","false","TUBB2A"
,"Unclustered","3.0","TRAPPC5","false","TRAPPC5"
,"Unclustered","1.2","FLOT1","false","FLOT1"
,"Unclustered","5.0","CHTF18","false","CHTF18"
,"Unclustered","3.0","GLRX5","false","GLRX5"
,"Unclustered","1.3333333333333333","ISCA2","false","ISCA2"
,"Unclustered","0.0","DTX3","false","DTX3"
,"Unclustered","3.0","NUBP2","false","NUBP2"
,"Unclustered","0.3333333333333333","PIP4P1","false","PIP4P1"
"Cluster 2","Clustered","11.3","HNRNPA0","false","HNRNPA0"
,"Unclustered","1.6666666666666667","TSEN34","false","TSEN34"
,"Unclustered","0.0","CTXN1","false","CTXN1"
,"Unclustered","0.0","CRIP2","false","CRIP2"
"Cluster 18","Clustered","4.0","CLDN3","false","CLDN3"
"Cluster 18","Clustered","3.7333333333333334","KRT19","false","KRT19"
"Cluster 18","Clustered","3.7333333333333334","KRT18","false","KRT18"
,"Unclustered","0.25","EPHA1","false","EPHA1"
,"Unclustered","0.5","CLIC4","false","CLIC4"
,"Unclustered","0.0","HIVEP2","false","HIVEP2"
,"Unclustered","3.0","FAAH","false","FAAH"
,"Unclustered","9.615384615384615","NDUFAF3","false","NDUFAF3"
,"Unclustered","8.590909090909092","PDF","false","PDF"
,"Unclustered","0.0","CLPSL2","false","CLPSL2"
,"Unclustered","0.6666666666666666","UBTD1","false","UBTD1"
,"Unclustered","2.7","MAP2K7","false","MAP2K7"
,"Unclustered","4.0","LENG1","false","LENG1"
,"Unclustered","1.4","MBOAT7","false","MBOAT7"
"Cluster 2","Clustered","11.0","TAF12","false","TAF12"
"Cluster 21","Clustered","3.75","TFPT","false","TFPT"
,"Unclustered","0.6666666666666666","LRRC27","false","LRRC27"
,"Unclustered","6.533333333333333","EXOSC1","false","EXOSC1"
,"Unclustered","0.3333333333333333","TTC1","false","TTC1"
,"Unclustered","0.0","CNPY4","false","CNPY4"
"Cluster 26","Clustered","3.4285714285714284","ERGIC3","false","ERGIC3"
,"Unclustered","0.6666666666666666","ZNF205","false","ZNF205"
,"Unclustered","1.6666666666666667","PPCDC","false","PPCDC"
,"Unclustered","0.5","PMVK","false","PMVK"
,"Unclustered","3.888888888888889","PUSL1","false","PUSL1"
,"Unclustered","2.0","PANK4","false","PANK4"
,"Unclustered","1.2","COL9A2","false","COL9A2"
,"Unclustered","0.0","SLC26A2","false","SLC26A2"
,"Unclustered","1.6666666666666667","TMEM125","false","TMEM125"
,"Unclustered","3.0","MYDGF","false","MYDGF"
,"Unclustered","4.107142857142857","RER1","false","RER1"
"Cluster 4","Clustered","7.714285714285714","POLR2G","false","POLR2G"
,"Unclustered","0.6666666666666666","ROGDI","false","ROGDI"
,"Unclustered","1.6666666666666667","INF2","false","INF2"
"Cluster 26","Clustered","4.0","SRP14","false","SRP14"
"Cluster 20","Clustered","2.857142857142857","NACC1","false","NACC1"
,"Unclustered","12.0","NMRAL1","false","NMRAL1"
,"Unclustered","2.0","MAEA","false","MAEA"
,"Unclustered","0.5","GABRD","false","GABRD"
"Cluster 6","Clustered","9.230769230769232","NELFA","false","NELFA"
,"Unclustered","2.0","GPR137","false","GPR137"
,"Unclustered","3.0","TIMM29","false","TIMM29"
,"Unclustered","0.0","CRIP1","false","CRIP1"
,"Unclustered","2.0","OGFR","false","OGFR"
,"Unclustered","1.6071428571428572","PPP1R12C","false","PPP1R12C"
,"Unclustered","1.2","TLE5","false","TLE5"
"Cluster 20","Clustered","2.7","KLF16","false","KLF16"
,"Unclustered","3.0","UBXN11","false","UBXN11"
,"Unclustered","4.285714285714286","DOT1L","false","DOT1L"
,"Unclustered","0.6666666666666666","KLF11","false","KLF11"
,"Unclustered","2.1999999999999997","TLE2","false","TLE2"
,"Unclustered","0.4","ZFPM1","false","ZFPM1"
,"Unclustered","1.0476190476190477","WIZ","false","WIZ"
,"Unclustered","4.0","HMG20B","false","HMG20B"
"Cluster 5","Clustered","7.0","EHMT2","false","EHMT2"
"Cluster 16","Clustered","9.625","ELL","false","ELL"
,"Unclustered","3.0","CTDSP1","false","CTDSP1"
,"Unclustered","5.9818181818181815","SSU72","false","SSU72"
,"Unclustered","0.0","SLC66A2","false","SLC66A2"
"Cluster 2","Clustered","10.637362637362637","ERH","false","ERH"
,"Unclustered","2.0","LDB1","false","LDB1"
,"Unclustered","0.4","RNPEPL1","false","RNPEPL1"
"Cluster 2","Clustered","10.24561403508772","PTBP1","false","PTBP1"
,"Unclustered","9.848484848484848","DNAJC8","false","DNAJC8"
,"Unclustered","1.2","EIF2B2","false","EIF2B2"
,"Unclustered","8.0","ZNF830","false","ZNF830"
"Cluster 2","Clustered","10.371428571428572","TAF15","false","TAF15"
"Cluster 2","Clustered","10.516483516483516","SAFB","false","SAFB"
"Cluster 2","Clustered","11.3","ILF3","false","ILF3"
"Cluster 20","Clustered","3.0","CTTNBP2NL","false","CTTNBP2NL"
"Cluster 20","Clustered","3.0","STK25","false","STK25"
,"Unclustered","0.5","ELP6","false","ELP6"
,"Unclustered","6.377777777777777","DUS3L","false","DUS3L"
,"Unclustered","9.848484848484848","DDX51","false","DDX51"
,"Unclustered","0.5","CUEDC2","false","CUEDC2"
,"Unclustered","2.7","FBXL15","false","FBXL15"
,"Unclustered","2.0","CYB561D2","false","CYB561D2"
,"Unclustered","2.5555555555555554","TAF6L","false","TAF6L"
"Cluster 24","Clustered","6.0","KAT8","false","KAT8"
,"Unclustered","0.6666666666666666","DHRS4L2","false","DHRS4L2"
,"Unclustered","2.1999999999999997","ING4","false","ING4"
"Cluster 26","Clustered","4.0","DAD1","false","DAD1"
"Cluster 26","Clustered","4.0","SPCS1","false","SPCS1"
,"Unclustered","3.0","EMC6","false","EMC6"
,"Unclustered","0.0","DAGLB","false","DAGLB"
,"Unclustered","6.0","DAZAP1","false","DAZAP1"
,"Unclustered","0.9523809523809523","TMEM259","false","TMEM259"
,"Unclustered","0.6666666666666666","TNPO2","false","TNPO2"
,"Unclustered","0.4","PTDSS2","false","PTDSS2"
,"Unclustered","0.5","TLE6","false","TLE6"
,"Unclustered","3.0","DCTPP1","false","DCTPP1"
,"Unclustered","4.761904761904762","METTL27","false","METTL27"
,"Unclustered","3.238095238095238","LMAN2","false","LMAN2"
,"Unclustered","0.6666666666666666","UFSP1","false","UFSP1"
,"Unclustered","0.5","TRIM41","false","TRIM41"
"Cluster 2","Clustered","12.0","RRP9","false","RRP9"
,"Unclustered","7.822222222222222","NSUN5","false","NSUN5"
"Cluster 2","Clustered","12.0","P2RY11","false","P2RY11"
"Cluster 2","Clustered","12.0","KRI1","false","KRI1"
,"Unclustered","7.0","DHX34","false","DHX34"
"Cluster 2","Clustered","12.0","DDX54","false","DDX54"
"Cluster 2","Clustered","12.0","NGDN","false","NGDN"
"Cluster 5","Clustered","7.0","DHX30","false","DHX30"
,"Unclustered","2.0","DEDD2","false","DEDD2"
,"Unclustered","0.0","DENND6B","false","DENND6B"
,"Unclustered","1.6666666666666667","SYCE3","false","SYCE3"
,"Unclustered","1.4","IDUA","false","IDUA"
,"Unclustered","2.0","RAB40C","false","RAB40C"
,"Unclustered","0.4","DHRS7B","false","DHRS7B"
,"Unclustered","0.0","GRTP1","false","GRTP1"
,"Unclustered","1.4","SMG9","false","SMG9"
,"Unclustered","2.0","SEMA4C","false","SEMA4C"
,"Unclustered","0.0","PALM","false","PALM"
,"Unclustered","2.0","GIPC1","false","GIPC1"
,"Unclustered","3.7333333333333334","GPSM1","false","GPSM1"
,"Unclustered","3.0","DMAC2","false","DMAC2"
,"Unclustered","2.0","DMWD","false","DMWD"
,"Unclustered","2.0","FCGRT","false","FCGRT"
,"Unclustered","3.0","DNAJB12","false","DNAJB12"
,"Unclustered","2.0","PLEKHG5","false","PLEKHG5"
,"Unclustered","5.0","FRG1","false","FRG1"
,"Unclustered","2.0","USF2","false","USF2"
,"Unclustered","1.0666666666666667","PHRF1","false","PHRF1"
,"Unclustered","0.0","DNASE1L2","false","DNASE1L2"
,"Unclustered","6.0","TICAM1","false","TICAM1"
,"Unclustered","5.0","SKIV2L","false","SKIV2L"
,"Unclustered","3.0","RNASEH2C","false","RNASEH2C"
,"Unclustered","0.4","DNPEP","false","DNPEP"
,"Unclustered","2.0","PGP","false","PGP"
,"Unclustered","2.1999999999999997","RAB11B","false","RAB11B"
,"Unclustered","0.4","ZNF688","false","ZNF688"
,"Unclustered","2.0","DOK1","false","DOK1"
,"Unclustered","2.0","PSPN","false","PSPN"
,"Unclustered","3.0","KMT5C","false","KMT5C"
,"Unclustered","0.6666666666666666","DPCD","false","DPCD"
"Cluster 10","Clustered","3.7333333333333334","DRAP1","false","DRAP1"
"Cluster 24","Clustered","6.0","MAX","false","MAX"
,"Unclustered","4.0","ZC3H4","false","ZC3H4"
,"Unclustered","0.0","DUSP15","false","DUSP15"
,"Unclustered","0.4","DUSP8","false","DUSP8"
,"Unclustered","0.5","FUZ","false","FUZ"
,"Unclustered","0.3333333333333333","NOXA1","false","NOXA1"
,"Unclustered","0.4","DYRK1B","false","DYRK1B"
,"Unclustered","2.7","ZNF574","false","ZNF574"
,"Unclustered","1.5","ZNF212","false","ZNF212"
,"Unclustered","1.6666666666666667","ZBTB17","false","ZBTB17"
,"Unclustered","0.0","EBF4","false","EBF4"
,"Unclustered","1.4","NLRX1","false","NLRX1"
,"Unclustered","2.0","NLRP6","false","NLRP6"
,"Unclustered","2.0","PELI3","false","PELI3"
,"Unclustered","1.4","SMDT1","false","SMDT1"
,"Unclustered","0.6666666666666666","P4HTM","false","P4HTM"
,"Unclustered","0.0","NPAS1","false","NPAS1"
,"Unclustered","1.0666666666666667","SPECC1","false","SPECC1"
"Cluster 17","Clustered","3.0","HPN","false","HPN"
"Cluster 17","Clustered","3.0","GNMT","false","GNMT"
,"Unclustered","2.0","TFAP4","false","TFAP4"
,"Unclustered","2.0","MIER2","false","MIER2"
"Cluster 24","Clustered","6.0","HDAC11","false","HDAC11"
,"Unclustered","4.0","PFDN1","false","PFDN1"
,"Unclustered","0.3333333333333333","NOSIP","false","NOSIP"
,"Unclustered","4.0","NAA10","false","NAA10"
,"Unclustered","2.7","EIF4EBP3","false","EIF4EBP3"
,"Unclustered","0.6666666666666666","ELMO3","false","ELMO3"
,"Unclustered","2.0","EXOC3L1","false","EXOC3L1"
,"Unclustered","0.2857142857142857","RAB5IF","false","RAB5IF"
,"Unclustered","2.0","ERG28","false","ERG28"
,"Unclustered","0.0","EMID1","false","EMID1"
,"Unclustered","0.5","EML2","false","EML2"
,"Unclustered","2.0","SSH3","false","SSH3"
,"Unclustered","0.2222222222222222","TMEM129","false","TMEM129"
,"Unclustered","0.5","SEMA3B","false","SEMA3B"
,"Unclustered","0.0","EPHA10","false","EPHA10"
"Cluster 17","Clustered","3.0","ISOC2","false","ISOC2"
,"Unclustered","0.6666666666666666","EPS8L1","false","EPS8L1"
,"Unclustered","0.6666666666666666","GATD1","false","GATD1"
,"Unclustered","2.0","SYTL1","false","SYTL1"
,"Unclustered","0.6666666666666666","NSMCE1","false","NSMCE1"
,"Unclustered","4.0","PAXX","false","PAXX"
,"Unclustered","1.2","PPP1R13L","false","PPP1R13L"
"Cluster 11","Clustered","4.0","ZNF777","false","ZNF777"
"Cluster 11","Clustered","4.0","ZNF865","false","ZNF865"
,"Unclustered","0.4","SPINT2","false","SPINT2"
,"Unclustered","5.0","HSD3B7","false","HSD3B7"
,"Unclustered","1.2","TM7SF2","false","TM7SF2"
,"Unclustered","0.6666666666666666","FBXL12","false","FBXL12"
,"Unclustered","2.1999999999999997","ZFPL1","false","ZFPL1"
,"Unclustered","2.0","YIPF3","false","YIPF3"
,"Unclustered","6.2105263157894735","SAP18","false","SAP18"
,"Unclustered","3.0","ESRRA","false","ESRRA"
,"Unclustered","0.5","NR1H2","false","NR1H2"
,"Unclustered","0.3333333333333333","MXD3","false","MXD3"
,"Unclustered","0.6666666666666666","PERM1","false","PERM1"
,"Unclustered","0.5","EVI5L","false","EVI5L"
,"Unclustered","0.0","PRR36","false","PRR36"
,"Unclustered","0.4","TMED1","false","TMED1"
,"Unclustered","3.0","SLC2A4RG","false","SLC2A4RG"
,"Unclustered","2.0","LRRC29","false","LRRC29"
,"Unclustered","1.0666666666666667","GUSB","false","GUSB"
,"Unclustered","3.0","NAPRT","false","NAPRT"
,"Unclustered","0.6666666666666666","NOL3","false","NOL3"
,"Unclustered","2.0","TBKBP1","false","TBKBP1"
,"Unclustered","3.0","TNIP2","false","TNIP2"
,"Unclustered","3.0","RBCK1","false","RBCK1"
"Cluster 25","Clustered","4.761904761904762","RGS11","false","RGS11"
,"Unclustered","1.6666666666666667","PGAP6","false","PGAP6"
,"Unclustered","0.6666666666666666","FAM3A","false","FAM3A"
,"Unclustered","3.0","FAM50A","false","FAM50A"
,"Unclustered","0.5","FAM50B","false","FAM50B"
,"Unclustered","0.2857142857142857","NAA60","false","NAA60"
,"Unclustered","0.0","FAM53A","false","FAM53A"
,"Unclustered","1.2","YIF1B","false","YIF1B"
,"Unclustered","0.5","METTL26","false","METTL26"
,"Unclustered","0.2857142857142857","FASTK","false","FASTK"
,"Unclustered","1.6666666666666667","FBRS","false","FBRS"
,"Unclustered","1.6666666666666667","FBRSL1","false","FBRSL1"
,"Unclustered","2.7","FBXO2","false","FBXO2"
,"Unclustered","1.6666666666666667","ZNF316","false","ZNF316"
,"Unclustered","1.6666666666666667","FBXW4","false","FBXW4"
,"Unclustered","0.0","KAZALD1","false","KAZALD1"
,"Unclustered","2.3333333333333335","GPX4","false","GPX4"
,"Unclustered","1.6666666666666667","MIEF2","false","MIEF2"
"Cluster 17","Clustered","3.0","ZNF579","false","ZNF579"
,"Unclustered","0.0","TSPAN10","false","TSPAN10"
,"Unclustered","2.0","ZNF784","false","ZNF784"
,"Unclustered","0.4","ZSCAN1","false","ZSCAN1"
,"Unclustered","0.4","TEX264","false","TEX264"
,"Unclustered","2.0","RNF10","false","RNF10"
,"Unclustered","1.2","PKN1","false","PKN1"
,"Unclustered","0.0","PTOV1","false","PTOV1"
,"Unclustered","0.5","KLHL26","false","KLHL26"
,"Unclustered","2.0","FNDC10","false","FNDC10"
,"Unclustered","0.0","FNDC3B","false","FNDC3B"
,"Unclustered","2.0","FNTB","false","FNTB"
,"Unclustered","3.0","RABGGTA","false","RABGGTA"
,"Unclustered","1.6666666666666667","RCE1","false","RCE1"
,"Unclustered","0.0","FOXN2","false","FOXN2"
,"Unclustered","3.0","OTUD5","false","OTUD5"
,"Unclustered","0.4","TIGD3","false","TIGD3"
,"Unclustered","5.0","SAFB2","false","SAFB2"
,"Unclustered","0.3333333333333333","ZNF444","false","ZNF444"
"Cluster 18","Clustered","4.0","NUPR1","false","NUPR1"
,"Unclustered","2.0","KHK","false","KHK"
,"Unclustered","2.0","GADD45G","false","GADD45G"
,"Unclustered","0.5","OSBPL7","false","OSBPL7"
,"Unclustered","4.285714285714286","GAMT","false","GAMT"
,"Unclustered","0.5","TBCB","false","TBCB"
,"Unclustered","1.0666666666666667","ZBTB7A","false","ZBTB7A"
,"Unclustered","3.0","ZNF219","false","ZNF219"
,"Unclustered","0.3333333333333333","THAP4","false","THAP4"
,"Unclustered","0.6666666666666666","GGN","false","GGN"
,"Unclustered","0.0","IRX3","false","IRX3"
"Cluster 13","Clustered","4.0","GGT7","false","GGT7"
"Cluster 13","Clustered","4.0","MGST2","false","MGST2"
"Cluster 13","Clustered","4.0","GSTM4","false","GSTM4"
"Cluster 13","Seed","4.0","GSS","false","GSS"
,"Unclustered","0.6666666666666666","SLC25A38","false","SLC25A38"
,"Unclustered","0.0","GLTPD2","false","GLTPD2"
"Cluster 20","Clustered","3.0","UCN","false","UCN"
"Cluster 25","Clustered","4.166666666666667","PTGER1","false","PTGER1"
,"Unclustered","0.4","TSC22D4","false","TSC22D4"
"Cluster 25","Seed","5.0","RGS12","false","RGS12"
"Cluster 2","Clustered","10.0","TSR2","false","TSR2"
,"Unclustered","2.7","REPIN1","false","REPIN1"
,"Unclustered","1.6666666666666667","GNPTG","false","GNPTG"
,"Unclustered","1.4","NAGLU","false","NAGLU"
,"Unclustered","2.0","NAGPA","false","NAGPA"
,"Unclustered","0.6666666666666666","GON7","false","GON7"
,"Unclustered","0.6666666666666666","TMEM131L","false","TMEM131L"
,"Unclustered","1.5","RNF25","false","RNF25"
,"Unclustered","1.2","TMUB2","false","TMUB2"
,"Unclustered","0.5","R3HCC1","false","R3HCC1"
,"Unclustered","0.6666666666666666","GPLD1","false","GPLD1"
,"Unclustered","0.6666666666666666","SPACA4","false","SPACA4"
,"Unclustered","0.6666666666666666","GPR108","false","GPR108"
,"Unclustered","0.6666666666666666","GPR162","false","GPR162"
,"Unclustered","0.0","TMEM221","false","TMEM221"
,"Unclustered","0.3333333333333333","PYY","false","PYY"
,"Unclustered","3.0","SELENOM","false","SELENOM"
,"Unclustered","3.0","SELENOH","false","SELENOH"
,"Unclustered","5.0","MSRB1","false","MSRB1"
,"Unclustered","2.0","GRAMD1A","false","GRAMD1A"
,"Unclustered","0.3333333333333333","GRB10","false","GRB10"
"Cluster 22","Clustered","2.142857142857143","RAB9B","false","RAB9B"
,"Unclustered","0.0","NINJ1","false","NINJ1"
,"Unclustered","4.761904761904762","SNAPC2","false","SNAPC2"
,"Unclustered","0.6666666666666666","MBLAC1","false","MBLAC1"
,"Unclustered","0.0","HES4","false","HES4"
,"Unclustered","2.0","HES6","false","HES6"
,"Unclustered","0.4","STBD1","false","STBD1"
,"Unclustered","0.6666666666666666","HIPK4","false","HIPK4"
,"Unclustered","2.0","RITA1","false","RITA1"
,"Unclustered","0.6666666666666666","OVOL2","false","OVOL2"
,"Unclustered","0.5","MFSD12","false","MFSD12"
"Cluster 2","Clustered","10.637362637362637","TP53I13","false","TP53I13"
,"Unclustered","0.0","HNRNPA1L2","false","HNRNPA1L2"
"Cluster 20","Clustered","3.0","RAP2A","false","RAP2A"
,"Unclustered","0.0","RASAL2","false","RASAL2"
,"Unclustered","0.0","RASA4B","false","RASA4B"
,"Unclustered","0.0","HS1BP3","false","HS1BP3"
,"Unclustered","0.0","ZBTB22","false","ZBTB22"
,"Unclustered","0.5","MOB2","false","MOB2"
,"Unclustered","1.2","IER2","false","IER2"
,"Unclustered","0.3333333333333333","IGFBP2","false","IGFBP2"
,"Unclustered","0.2857142857142857","MIIP","false","MIIP"
"Cluster 11","Clustered","4.0","INAFM1","false","INAFM1"
"Cluster 11","Clustered","4.0","UBALD1","false","UBALD1"
,"Unclustered","0.6666666666666666","ZFYVE21","false","ZFYVE21"
,"Unclustered","5.0","ZNHIT1","false","ZNHIT1"
,"Unclustered","1.6666666666666667","INPP4A","false","INPP4A"
,"Unclustered","1.0666666666666667","ITPK1","false","ITPK1"
,"Unclustered","0.0","MICALL2","false","MICALL2"
"Cluster 4","Clustered","8.0","INTS11","false","INTS11"
,"Unclustered","0.5","IZUMO4","false","IZUMO4"
,"Unclustered","0.0","TEKT5","false","TEKT5"
,"Unclustered","4.0","USP49","false","USP49"
,"Unclustered","0.0","NR2F6","false","NR2F6"
,"Unclustered","0.0","KCTD11","false","KCTD11"
,"Unclustered","0.6666666666666666","KDM8","false","KDM8"
,"Unclustered","0.6666666666666666","RIOX2","false","RIOX2"
,"Unclustered","0.6666666666666666","TKFC","false","TKFC"
,"Unclustered","0.5","TUT4","false","TUT4"
,"Unclustered","0.4","KLHDC8B","false","KLHDC8B"
,"Unclustered","0.5","TUSC2","false","TUSC2"
"Cluster 31","Seed","1.6666666666666667","ZNF775","false","ZNF775"
,"Unclustered","0.6666666666666666","WFDC2","false","WFDC2"
,"Unclustered","1.4","VRK3","false","VRK3"
,"Unclustered","0.6666666666666666","SSBP4","false","SSBP4"
,"Unclustered","2.0","TMC4","false","TMC4"
,"Unclustered","0.6666666666666666","LENG9","false","LENG9"
,"Unclustered","0.0","LKAAEAR1","false","LKAAEAR1"
,"Unclustered","0.0","LMTK3","false","LMTK3"
,"Unclustered","0.0","LONRF3","false","LONRF3"
,"Unclustered","0.6666666666666666","RNF223","false","RNF223"
,"Unclustered","0.0","NAB2","false","NAB2"
,"Unclustered","0.6666666666666666","LRP3","false","LRP3"
,"Unclustered","0.0","LRRC73","false","LRRC73"
"Cluster 8","Clustered","5.0","MZT2A","false","MZT2A"
"Cluster 20","Clustered","3.0","NAP1L4","false","NAP1L4"
,"Unclustered","4.761904761904762","SNRNP25","false","SNRNP25"
,"Unclustered","0.0","LTC4S","false","LTC4S"
,"Unclustered","0.6666666666666666","NFKBIL1","false","NFKBIL1"
,"Unclustered","0.6666666666666666","MANBAL","false","MANBAL"
,"Unclustered","2.0","MAP11","false","MAP11"
,"Unclustered","1.4","MKNK2","false","MKNK2"
,"Unclustered","0.5","SLC12A9","false","SLC12A9"
"Cluster 8","Clustered","5.0","MZT2B","false","MZT2B"
,"Unclustered","0.0","MXD4","false","MXD4"
,"Unclustered","0.6666666666666666","SLC66A1","false","SLC66A1"
,"Unclustered","0.4","NPC1","false","NPC1"
,"Unclustered","0.0","MEX3D","false","MEX3D"
,"Unclustered","0.0","MFAP3L","false","MFAP3L"
,"Unclustered","0.5","MFSD10","false","MFSD10"
,"Unclustered","0.0","MGAT4B","false","MGAT4B"
,"Unclustered","0.6666666666666666","MTFR1L","false","MTFR1L"
,"Unclustered","0.6666666666666666","MIDN","false","MIDN"
,"Unclustered","0.0","MMD","false","MMD"
,"Unclustered","0.0","PAQR7","false","PAQR7"
,"Unclustered","0.6666666666666666","SYCE1L","false","SYCE1L"
,"Unclustered","0.0","TMEM187","false","TMEM187"
,"Unclustered","2.2222222222222223","SGF29","false","SGF29"
,"Unclustered","0.5","TBC1D25","false","TBC1D25"
,"Unclustered","0.5","ZNF341","false","ZNF341"
,"Unclustered","0.6666666666666666","NBDY","false","NBDY"
,"Unclustered","0.0","SMIM22","false","SMIM22"
,"Unclustered","3.0","NFKBIB","false","NFKBIB"
,"Unclustered","0.0","PDZD3","false","PDZD3"
,"Unclustered","0.0","SLC45A1","false","SLC45A1"
,"Unclustered","0.6666666666666666","PRRG2","false","PRRG2"
,"Unclustered","0.4","PLEKHG3","false","PLEKHG3"
,"Unclustered","0.3333333333333333","SOAT1","false","SOAT1"
,"Unclustered","0.0","NRSN2","false","NRSN2"
,"Unclustered","0.0","SOX12","false","SOX12"
,"Unclustered","0.6666666666666666","PHACTR1","false","PHACTR1"
,"Unclustered","0.0","PRXL2B","false","PRXL2B"
,"Unclustered","0.0","NUDT16L1","false","NUDT16L1"
,"Unclustered","0.0","SMIM29","false","SMIM29"
,"Unclustered","2.0","SURF2","false","SURF2"
,"Unclustered","0.0","SRA1","false","SRA1"
,"Unclustered","0.6666666666666666","PALM3","false","PALM3"
,"Unclustered","0.5","SIGIRR","false","SIGIRR"
,"Unclustered","0.6666666666666666","PBXIP1","false","PBXIP1"
,"Unclustered","0.6666666666666666","PCED1A","false","PCED1A"
,"Unclustered","0.0","PCIF1","false","PCIF1"
,"Unclustered","0.0","PCSK4","false","PCSK4"
,"Unclustered","0.0","PLEKHN1","false","PLEKHN1"
,"Unclustered","0.0","PHETA1","false","PHETA1"
,"Unclustered","0.4","PLEKHJ1","false","PLEKHJ1"
,"Unclustered","0.0","PHLDB3","false","PHLDB3"
,"Unclustered","2.0","PLXNA3","false","PLXNA3"
,"Unclustered","3.0","PIP5KL1","false","PIP5KL1"
,"Unclustered","0.0","VILL","false","VILL"
,"Unclustered","0.6666666666666666","RAB26","false","RAB26"
,"Unclustered","0.6666666666666666","SLC25A22","false","SLC25A22"
,"Unclustered","0.0","PPM1J","false","PPM1J"
,"Unclustered","0.6666666666666666","PPM1L","false","PPM1L"
,"Unclustered","0.0","RASSF7","false","RASSF7"
,"Unclustered","0.0","TMEM134","false","TMEM134"
,"Unclustered","0.0","ZFYVE28","false","ZFYVE28"
,"Unclustered","2.0","ZBTB12","false","ZBTB12"
,"Unclustered","0.6666666666666666","ZCCHC3","false","ZCCHC3"
,"Unclustered","0.0","PRRT1","false","PRRT1"
,"Unclustered","0.0","PTPN18","false","PTPN18"
,"Unclustered","0.6666666666666666","PWWP2B","false","PWWP2B"
,"Unclustered","0.0","TMEM251","false","TMEM251"
,"Unclustered","0.5","RNH1","false","RNH1"
,"Unclustered","3.0","TMEM179B","false","TMEM179B"
