"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006936","GO:0006936","muscle contraction","18/445","349/18614",0.00195372059188399,0.0200410601767469,0.0157488280398405,"1490/1134/1264/1311/1909/2702/25802/4634/10398/5020/5350/5592/6444/4092/23213/55959/7168/7169",18
"GO:0002689","GO:0002689","negative regulation of leukocyte chemotaxis","4/445","23/18614",0.00198942243954477,0.0201974710424139,0.0158717400916595,"26585/79148/4681/7130",4
"GO:0003283","GO:0003283","atrial septum development","4/445","23/18614",0.00198942243954477,0.0201974710424139,0.0158717400916595,"3491/2702/6910/7474",4
"GO:0032288","GO:0032288","myelin assembly","4/445","23/18614",0.00198942243954477,0.0201974710424139,0.0158717400916595,"1272/8506/5376/26011",4
"GO:0003180","GO:0003180","aortic valve morphogenesis","5/445","38/18614",0.00200005741979778,0.0201974710424139,0.0158717400916595,"1009/2006/11117/26508/7291",5
"GO:0040036","GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","5/445","38/18614",0.00200005741979778,0.0201974710424139,0.0158717400916595,"860/387914/23213/55959/7474",5
"GO:0097106","GO:0097106","postsynaptic density organization","5/445","38/18614",0.00200005741979778,0.0201974710424139,0.0158717400916595,"8506/3690/57555/5789/50944",5
"GO:0072080","GO:0072080","nephron tubule development","8/445","96/18614",0.00212008163992366,0.021354207318921,0.0167807359504362,"170690/2246/26585/26508/55083/6299/25789/10413",8
"GO:0040037","GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","4/445","24/18614",0.00234273089893059,0.023415294984696,0.0184003965341107,"387914/23213/55959/7474",4
"GO:0090103","GO:0090103","cochlea morphogenesis","4/445","24/18614",0.00234273089893059,0.023415294984696,0.0184003965341107,"115908/9096/7474/6935",4
"GO:2001026","GO:2001026","regulation of endothelial cell chemotaxis","4/445","24/18614",0.00234273089893059,0.023415294984696,0.0184003965341107,"2246/8823/8817/5587",4
"GO:0022604","GO:0022604","regulation of cell morphogenesis","14/445","245/18614",0.00240060884690655,0.0239324124942244,0.0188067619989179,"57194/57471/10979/2335/1902/4627/55742/10630/10154/5789/6678/7168/7474/126374",14
"GO:0072089","GO:0072089","stem cell proliferation","9/445","121/18614",0.00251103508366594,0.0247117310974459,0.0194191724483723,"2192/10979/5396/861/860/6423/7474/10413/677",9
"GO:0099068","GO:0099068","postsynapse assembly","5/445","40/18614",0.00252155096114532,0.0247117310974459,0.0194191724483723,"2596/11178/57555/5789/7474",5
"GO:0007568","GO:0007568","aging","11/445","169/18614",0.00253679528080069,0.0247117310974459,0.0194191724483723,"1490/1311/1909/2706/3624/4017/4313/5159/5309/5176/7043",11
"GO:0001553","GO:0001553","luteinization","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"3624/4313/5156",3
"GO:0010936","GO:0010936","negative regulation of macrophage cytokine production","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"558/7043/7291",3
"GO:0061309","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"1909/9464/7291",3
"GO:0070561","GO:0070561","vitamin D receptor signaling pathway","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"25959/4330/7421",3
"GO:0097048","GO:0097048","dendritic cell apoptotic process","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"558/6387/2621",3
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"1311/1909/30008",3
"GO:2000668","GO:2000668","regulation of dendritic cell apoptotic process","3/445","12/18614",0.00254217654440118,0.0247117310974459,0.0194191724483723,"558/6387/2621",3
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","6/445","58/18614",0.00255577737169624,0.0247206456448435,0.0194261777501268,"3690/4015/4035/5156/5159/5157",6
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","6/445","58/18614",0.00255577737169624,0.0247206456448435,0.0194261777501268,"59/1909/84662/26585/6299/10413",6
"GO:0031345","GO:0031345","negative regulation of cell projection organization","12/445","195/18614",0.00262919379249564,0.0253678153543267,0.0199347418868221,"1601/1809/120114/1902/5376/223117/6695/11075/7070/7474/10413/22891",12
"GO:0045598","GO:0045598","regulation of fat cell differentiation","10/445","146/18614",0.00271582960920727,0.0261390217696048,0.0205407775511193,"8840/10979/4320/5919/6423/7041/7474/10413/677/23414",10
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","4/445","25/18614",0.00273693332600463,0.0261484463352109,0.0205481836395085,"3491/26508/6910/7291",4
"GO:0072273","GO:0072273","metanephric nephron morphogenesis","4/445","25/18614",0.00273693332600463,0.0261484463352109,0.0205481836395085,"26585/55083/5159/6299",4
"GO:2000311","GO:2000311","regulation of AMPA receptor activity","4/445","25/18614",0.00273693332600463,0.0261484463352109,0.0205481836395085,"149111/57555/50944/388336",4
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","11/445","171/18614",0.00277896892686319,0.0264529869098045,0.0207875001775623,"1490/30008/2150/10979/55243/25802/1902/54551/11075/7043/7168",11
"GO:0031102","GO:0031102","neuron projection regeneration","6/445","59/18614",0.00278886534578428,0.0264529869098045,0.0207875001775623,"2596/4313/4747/9315/5396/7070",6
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","9/445","123/18614",0.00280592453076372,0.0264529869098045,0.0207875001775623,"2200/8111/3624/10234/4286/4920/861/7130/677",9
"GO:0042471","GO:0042471","ear morphogenesis","9/445","123/18614",0.00280592453076372,0.0264529869098045,0.0207875001775623,"1301/115908/1909/579/5396/9096/7291/7474/6935",9
"GO:0061333","GO:0061333","renal tubule morphogenesis","7/445","79/18614",0.0028079914638339,0.0264529869098045,0.0207875001775623,"170690/1282/2246/26585/55083/6299/25789",7
"GO:0002691","GO:0002691","regulation of cellular extravasation","5/445","41/18614",0.00281631338316287,0.0264529869098045,0.0207875001775623,"4267/6387/3554/7070/7499",5
"GO:0072210","GO:0072210","metanephric nephron development","5/445","41/18614",0.00281631338316287,0.0264529869098045,0.0207875001775623,"26585/55083/5156/5159/6299",5
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","11/445","172/18614",0.00290686150907117,0.0272378513518255,0.0214042687029279,"1634/4921/2150/2335/5156/5159/79899/4920/7291/219699/677",11
"GO:0030500","GO:0030500","regulation of bone mineralization","7/445","80/18614",0.00301540229904956,0.0280788911842741,0.022065181428057,"3491/1311/4921/26585/338773/7291/7421",7
"GO:0072028","GO:0072028","nephron morphogenesis","7/445","80/18614",0.00301540229904956,0.0280788911842741,0.022065181428057,"170690/2246/26585/55083/5159/6299/25789",7
"GO:0003002","GO:0003002","regionalization","20/445","422/18614",0.00301822868296841,0.0280788911842741,0.022065181428057,"80114/649/340665/199221/2018/2246/26585/9464/26508/3224/3234/4681/579/731220/6423/9096/7093/79971/7472/7474",20
"GO:0003012","GO:0003012","muscle system process","21/445","452/18614",0.00303430284219302,0.0281612201877819,0.0221298778716333,"1490/1134/1264/1311/1909/2702/9464/29995/25802/4634/10398/5020/5350/5592/5999/6444/4092/23213/55959/7168/7169",21
"GO:0007411","GO:0007411","axon guidance","13/445","225/18614",0.00307824368792671,0.0284336348235505,0.0223439489445416,"115557/55701/1272/6387/1909/2115/9638/2596/23022/10154/223117/219699/7474",13
"GO:0097485","GO:0097485","neuron projection guidance","13/445","225/18614",0.00307824368792671,0.0284336348235505,0.0223439489445416,"115557/55701/1272/6387/1909/2115/9638/2596/23022/10154/223117/219699/7474",13
"GO:0008585","GO:0008585","female gonad development","8/445","102/18614",0.00309884317011585,0.0285562427354883,0.022440297685796,"10468/3624/4323/4327/4313/5156/7130/23414",8
"GO:0043588","GO:0043588","skin development","16/445","308/18614",0.00317278813953107,0.0289095299456077,0.0227179206993379,"9509/1277/1278/1281/1289/1290/50509/1311/10468/3624/23022/55504/7421/7474/10413/677",16
"GO:0010954","GO:0010954","positive regulation of protein processing","4/445","26/18614",0.00317426342142639,0.0289095299456077,0.0227179206993379,"4323/4627/85409/10418",4
"GO:0033622","GO:0033622","integrin activation","4/445","26/18614",0.00317426342142639,0.0289095299456077,0.0227179206993379,"1307/6387/10979/2335",4
"GO:0048596","GO:0048596","embryonic camera-type eye morphogenesis","4/445","26/18614",0.00317426342142639,0.0289095299456077,0.0227179206993379,"2295/7291/7474/6935",4
"GO:0050926","GO:0050926","regulation of positive chemotaxis","4/445","26/18614",0.00317426342142639,0.0289095299456077,0.0227179206993379,"285/1012/6387/2150",4
"GO:0035331","GO:0035331","negative regulation of hippo signaling","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"84962/126374/55841",3
"GO:0061430","GO:0061430","bone trabecula morphogenesis","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"1277/26585/4313",3
"GO:0072537","GO:0072537","fibroblast activation","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"59/4921/5159",3
"GO:0090177","GO:0090177","establishment of planar polarity involved in neural tube closure","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"115908/6423/7474",3
"GO:1900115","GO:1900115","extracellular regulation of signal transduction","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"2200/26585/4681",3
"GO:1900116","GO:1900116","extracellular negative regulation of signal transduction","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"2200/26585/4681",3
"GO:1903054","GO:1903054","negative regulation of extracellular matrix organization","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"84168/11117/2191",3
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","3/445","13/18614",0.00324659238801277,0.0290257273588848,0.022809231890674,"3912/55679/4811",3
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","6/445","61/18614",0.00330234119732051,0.0294565812063052,0.0231478089466523,"861/6910/26011/7472/10413/23414",6
"GO:1905475","GO:1905475","regulation of protein localization to membrane","11/445","175/18614",0.00331922916315125,0.0294792073235562,0.0231655891851553,"57214/25999/1601/10082/4035/131578/4323/85409/57555/388336/7130",11
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","13/445","227/18614",0.00332000308236049,0.0294792073235562,0.0231655891851553,"8840/2150/2200/8111/3624/10234/4286/4627/4920/861/9644/7130/677",13
"GO:0014032","GO:0014032","neural crest cell development","7/445","82/18614",0.00346518646901399,0.030477208792474,0.0239498467732709,"340665/1909/2335/9464/3084/223117/7291",7
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","11/445","176/18614",0.00346666506252355,0.030477208792474,0.0239498467732709,"25960/2246/8823/8817/3690/57608/5587/54453/6678/27286/7474",11
"GO:0048017","GO:0048017","inositol lipid-mediated signaling","11/445","176/18614",0.00346666506252355,0.030477208792474,0.0239498467732709,"1634/4921/2150/2335/5156/5159/79899/4920/7291/219699/677",11
"GO:0003014","GO:0003014","renal system process","9/445","127/18614",0.00347754074520339,0.030477208792474,0.0239498467732709,"10699/1909/2150/2621/2702/55243/5020/23213/55959",9
"GO:0003176","GO:0003176","aortic valve development","5/445","43/18614",0.00347931193243996,0.030477208792474,0.0239498467732709,"1009/2006/11117/26508/7291",5
"GO:0010463","GO:0010463","mesenchymal cell proliferation","5/445","43/18614",0.00347931193243996,0.030477208792474,0.0239498467732709,"9464/5396/7472/7474/6935",5
"GO:0070252","GO:0070252","actin-mediated cell contraction","8/445","104/18614",0.00349318040582279,0.030480551063646,0.0239524732238421,"59/54749/2702/55742/10630/5350/6444/7168",8
"GO:0007548","GO:0007548","sex differentiation","15/445","283/18614",0.00349533256168542,0.030480551063646,0.0239524732238421,"558/2295/10468/3624/4323/4327/4313/5156/5159/4920/6299/6423/7130/7474/23414",15
"GO:0001701","GO:0001701","in utero embryonic development","19/445","398/18614",0.00350740646784308,0.0305175678831525,0.023981562080412,"3491/123920/1281/1909/9464/84525/4627/5156/113026/196051/5745/57167/9644/7043/7291/7472/10413/677/23414",19
"GO:0006898","GO:0006898","receptor-mediated endocytosis","14/445","256/18614",0.00356708964442583,0.0309677403874652,0.024335320279637,"57007/100506013/1601/1759/1815/26585/3690/1902/4035/9260/11031/5054/6424/84251",14
"GO:0010469","GO:0010469","regulation of signaling receptor activity","11/445","177/18614",0.0036193031854953,0.0313512084823571,0.0246366602802136,"149111/25927/27122/26585/81832/57555/4885/5924/5054/50944/388336",11
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","10/445","152/18614",0.00362873353413911,0.0313632002573709,0.0246460837538682,"115908/26585/57167/6423/23213/9096/7041/7291/7472/7474",10
"GO:0018126","GO:0018126","protein hydroxylation","4/445","27/18614",0.00365690757773596,0.0313978540484907,0.0246733156763544,"10491/64175/10536/283208",4
"GO:0036296","GO:0036296","response to increased oxygen levels","4/445","27/18614",0.00365690757773596,0.0313978540484907,0.0246733156763544,"1277/4313/5159/10630",4
"GO:0060384","GO:0060384","innervation","4/445","27/18614",0.00365690757773596,0.0313978540484907,0.0246733156763544,"1909/2561/23213/55959",4
"GO:0035329","GO:0035329","hippo signaling","5/445","44/18614",0.00384972380424959,0.0328363750305578,0.0258037458720864,"84962/51421/126374/55841/10413",5
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/445","44/18614",0.00384972380424959,0.0328363750305578,0.0258037458720864,"1601/10979/3690/55679/91663",5
"GO:1905521","GO:1905521","regulation of macrophage migration","5/445","44/18614",0.00384972380424959,0.0328363750305578,0.0258037458720864,"1265/11117/4323/79148/5919",5
"GO:0002090","GO:0002090","regulation of receptor internalization","6/445","63/18614",0.00388309942423051,0.0329767354153607,0.0259140450051847,"100506013/1815/26585/3690/1902/6424",6
"GO:0051965","GO:0051965","positive regulation of synapse assembly","6/445","63/18614",0.00388309942423051,0.0329767354153607,0.0259140450051847,"57555/5020/5789/27286/79953/7058",6
"GO:0046545","GO:0046545","development of primary female sexual characteristics","8/445","106/18614",0.00392533063457863,0.0332629104643207,0.0261389293973085,"10468/3624/4323/4327/4313/5156/7130/23414",8
"GO:0003207","GO:0003207","cardiac chamber formation","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"1909/9464/6910",3
"GO:0018158","GO:0018158","protein oxidation","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"4015/4016/4017",3
"GO:0072672","GO:0072672","neutrophil extravasation","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"4267/3554/7499",3
"GO:0098840","GO:0098840","protein transport along microtubule","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"25999/4130/81832",3
"GO:0099118","GO:0099118","microtubule-based protein transport","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"25999/4130/81832",3
"GO:1905522","GO:1905522","negative regulation of macrophage migration","3/445","14/18614",0.00405930204171594,0.0339552775935809,0.0266830109360591,"1265/11117/79148",3
"GO:0003401","GO:0003401","axis elongation","4/445","28/18614",0.00418699949509445,0.0348357098892607,0.0273748793653287,"2246/6423/7474/10413",4
"GO:1903319","GO:1903319","positive regulation of protein maturation","4/445","28/18614",0.00418699949509445,0.0348357098892607,0.0273748793653287,"4323/4627/85409/10418",4
"GO:0021885","GO:0021885","forebrain cell migration","6/445","64/18614",0.00420030365519562,0.0348357098892607,0.0273748793653287,"558/1281/6387/2018/3912/266727",6
"GO:0071300","GO:0071300","cellular response to retinoic acid","6/445","64/18614",0.00420030365519562,0.0348357098892607,0.0273748793653287,"1277/9464/5176/7472/7474/10413",6
"GO:0055013","GO:0055013","cardiac muscle cell development","7/445","85/18614",0.00423344875124982,0.0350360578181991,0.0275323183956576,"57538/5156/5159/5999/6444/9096/6910",7
"GO:1904706","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation","5/445","45/18614",0.00424752261736212,0.0350780575476219,0.0275653229628095,"1264/30008/5592/7043/7168",5
"GO:0048041","GO:0048041","focal adhesion assembly","7/445","86/18614",0.00451616428569965,0.0372177767138631,0.0292467743883075,"84962/1009/1307/10979/26585/4323/7070",7
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","6/445","65/18614",0.00453624654242533,0.0373044072201982,0.0293148510736347,"81792/2246/26585/23213/7472/7474",6
"GO:0050905","GO:0050905","neuromuscular process","10/445","157/18614",0.0045621541198528,0.0374384773877604,0.0294202071773333,"23621/1134/8506/1311/1909/2307/4130/4747/57555/50944",10
"GO:0006909","GO:0006909","phagocytosis","13/445","236/18614",0.00460644484849485,0.0377225252509095,0.0296434199670943,"558/1265/81035/2150/2621/3690/4035/4627/5322/196051/11031/10417/8406",13
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","8/445","109/18614",0.00464957847474709,0.0379959264036984,0.0298582662727883,"2200/8111/3624/10234/861/4092/7130/7292",8
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","5/445","46/18614",0.00467378545607083,0.0381138403928119,0.0299509263976352,"8840/4921/3690/1902/5159",5
"GO:0003156","GO:0003156","regulation of animal organ formation","4/445","29/18614",0.00476661533396922,0.03862841283121,0.0303552918740572,"2246/23213/7472/7474",4
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","4/445","29/18614",0.00476661533396922,0.03862841283121,0.0303552918740572,"3491/6910/7472/7474",4
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","4/445","29/18614",0.00476661533396922,0.03862841283121,0.0303552918740572,"6387/26585/4681/5054",4
"GO:0048678","GO:0048678","response to axon injury","7/445","87/18614",0.00481289886685047,0.0389225721638654,0.0305864505405872,"558/1809/2596/4313/4747/9315/7070",7
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","6/445","66/18614",0.00489157133055627,0.0393141134979554,0.0308941347193028,"285/1277/2192/4323/5054/6695",6
"GO:0031100","GO:0031100","animal organ regeneration","6/445","66/18614",0.00489157133055627,0.0393141134979554,0.0308941347193028,"285/558/6387/2621/4837/55959",6
"GO:0060675","GO:0060675","ureteric bud morphogenesis","6/445","66/18614",0.00489157133055627,0.0393141134979554,0.0308941347193028,"170690/2246/26585/55083/6299/25789",6
"GO:0001977","GO:0001977","renal system process involved in regulation of blood volume","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"2150/2621/2702",3
"GO:0003214","GO:0003214","cardiac left ventricle morphogenesis","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"1909/6423/6910",3
"GO:0048934","GO:0048934","peripheral nervous system neuron differentiation","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"2115/9464/861",3
"GO:0048935","GO:0048935","peripheral nervous system neuron development","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"2115/9464/861",3
"GO:0060572","GO:0060572","morphogenesis of an epithelial bud","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"23213/7472/7474",3
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"1909/9464/7291",3
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"1909/9464/7291",3
"GO:0072283","GO:0072283","metanephric renal vesicle morphogenesis","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"26585/55083/6299",3
"GO:2001028","GO:2001028","positive regulation of endothelial cell chemotaxis","3/445","15/18614",0.00498493173027863,0.039334542276571,0.0309101882273829,"8823/8817/5587",3
"GO:0007015","GO:0007015","actin filament organization","20/445","442/18614",0.00504018336317091,0.0396901712113944,0.0311896514339763,"1490/6387/1809/2006/57471/2150/10979/8522/83872/55243/25802/1902/54551/91663/4430/5999/50944/7043/7168/7169",20
"GO:0021675","GO:0021675","nerve development","7/445","88/18614",0.00512407899298204,0.0399902192374951,0.0314254376012289,"57007/1909/2561/1902/6299/23213/55959",7
"GO:0048864","GO:0048864","stem cell development","7/445","88/18614",0.00512407899298204,0.0399902192374951,0.0314254376012289,"340665/1909/2335/9464/3084/223117/7291",7
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","5/445","47/18614",0.00512958173903221,0.0399902192374951,0.0314254376012289,"5587/7421/10413/6935/677",5
"GO:0042220","GO:0042220","response to cocaine","5/445","47/18614",0.00512958173903221,0.0399902192374951,0.0314254376012289,"1815/5020/5309/5999/6529",5
"GO:0048806","GO:0048806","genitalia development","5/445","47/18614",0.00512958173903221,0.0399902192374951,0.0314254376012289,"558/2295/5156/4920/7474",5
"GO:0060193","GO:0060193","positive regulation of lipase activity","6/445","67/18614",0.00526692182110927,0.0408160263592126,0.032074380034379,"3491/1909/1902/5156/5159/5322",6
"GO:0070613","GO:0070613","regulation of protein processing","6/445","67/18614",0.00526692182110927,0.0408160263592126,0.032074380034379,"4323/4627/85409/861/5054/10418",6
"GO:0072171","GO:0072171","mesonephric tubule morphogenesis","6/445","67/18614",0.00526692182110927,0.0408160263592126,0.032074380034379,"170690/2246/26585/55083/6299/25789",6
"GO:0110053","GO:0110053","regulation of actin filament organization","14/445","268/18614",0.00532926950809033,0.0412172471082066,0.0323896705692207,"1490/6387/2006/2150/10979/55243/25802/1902/54551/91663/5999/50944/7043/7168",14
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation","4/445","30/18614",0.00539776937390168,0.0415820257301754,0.0326763238569875,"6910/7472/10413/23414",4
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","4/445","30/18614",0.00539776937390168,0.0415820257301754,0.0326763238569875,"81792/25960/1634/57608",4
"GO:0060191","GO:0060191","regulation of lipase activity","7/445","89/18614",0.00545013301507439,0.0419026005774358,0.0329282405769054,"3491/1909/1902/4035/5156/5159/5322",7
"GO:0014075","GO:0014075","response to amine","5/445","48/18614",0.00561597144945659,0.0429236406078075,0.0337306025137641,"1815/1909/5020/5309/5999",5
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","5/445","48/18614",0.00561597144945659,0.0429236406078075,0.0337306025137641,"59/1909/26585/6299/10413",5
"GO:0070509","GO:0070509","calcium ion import","5/445","48/18614",0.00561597144945659,0.0429236406078075,0.0337306025137641,"6387/5159/5350/196051/25769",5
"GO:0055021","GO:0055021","regulation of cardiac muscle tissue growth","6/445","68/18614",0.00566294163455319,0.0431979383395075,0.0339461533763514,"5999/861/6910/7472/10413/23414",6
"GO:0007498","GO:0007498","mesoderm development","9/445","137/18614",0.00571326930440034,0.0434967260713916,0.0341809491690069,"100506013/3624/3690/6423/79971/7474/10413/677/23414",9
"GO:0003188","GO:0003188","heart valve formation","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"1009/2702/7291",3
"GO:0060911","GO:0060911","cardiac cell fate commitment","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"9096/6910/26011",3
"GO:0097091","GO:0097091","synaptic vesicle clustering","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"57555/27253/79953",3
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"1815/3690/1902",3
"GO:2000095","GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"1601/51339/6423",3
"GO:2000345","GO:2000345","regulation of hepatocyte proliferation","3/445","16/18614",0.00602758445283396,0.0453331448574662,0.0356240586360689,"2246/55679/55959",3
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","4/445","31/18614",0.00608241014891094,0.0453331448574662,0.0356240586360689,"5396/7472/7474/6935",4
"GO:0032148","GO:0032148","activation of protein kinase B activity","4/445","31/18614",0.00608241014891094,0.0453331448574662,0.0356240586360689,"2246/2621/3084/7474",4
"GO:0035767","GO:0035767","endothelial cell chemotaxis","4/445","31/18614",0.00608241014891094,0.0453331448574662,0.0356240586360689,"2246/8823/8817/5587",4
"GO:0060674","GO:0060674","placenta blood vessel development","4/445","31/18614",0.00608241014891094,0.0453331448574662,0.0356240586360689,"100506013/3491/113026/7472",4
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","4/445","31/18614",0.00608241014891094,0.0453331448574662,0.0356240586360689,"81832/57555/5999/50944",4
"GO:0060043","GO:0060043","regulation of cardiac muscle cell proliferation","5/445","49/18614",0.00613400342723525,0.0454785157718018,0.0357382951840197,"861/6910/7472/10413/23414",5
"GO:0099054","GO:0099054","presynapse assembly","5/445","49/18614",0.00613400342723525,0.0454785157718018,0.0357382951840197,"266727/57555/27253/5789/7474",5
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","7/445","91/18614",0.00614858332779363,0.0454785157718018,0.0357382951840197,"10468/9464/5654/9622/5156/860/5054",7
"GO:0072091","GO:0072091","regulation of stem cell proliferation","7/445","91/18614",0.00614858332779363,0.0454785157718018,0.0357382951840197,"2192/10979/5396/860/7474/10413/677",7
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","8/445","115/18614",0.00640151537558729,0.0471703344688833,0.0370677738393374,"100506013/1012/6387/3690/57608/5587/7472/7474",8
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","8/445","115/18614",0.00640151537558729,0.0471703344688833,0.0370677738393374,"2200/8111/3624/10234/861/4092/7130/7292",8
"GO:0030193","GO:0030193","regulation of blood coagulation","6/445","70/18614",0.0065195584233286,0.0476963261991975,0.0374811129161148,"11117/2150/2191/5156/5592/5054",6
"GO:0030239","GO:0030239","myofibril assembly","6/445","70/18614",0.0065195584233286,0.0476963261991975,0.0374811129161148,"2318/25802/10398/5156/5159/7168",6
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","7/445","92/18614",0.00652184244847928,0.0476963261991975,0.0374811129161148,"6387/9638/392255/26508/4681/6925/6935",7
"GO:0055017","GO:0055017","cardiac muscle tissue growth","7/445","92/18614",0.00652184244847928,0.0476963261991975,0.0374811129161148,"5999/861/6910/26011/7472/10413/23414",7
"GO:0010862","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","5/445","50/18614",0.00668471372470621,0.0486811874609088,0.0382550445602994,"353500/1601/392255/3624/7043",5
"GO:0090102","GO:0090102","cochlea development","5/445","50/18614",0.00668471372470621,0.0486811874609088,0.0382550445602994,"115908/2561/9096/7474/6935",5
"GO:0048863","GO:0048863","stem cell differentiation","13/445","247/18614",0.00669397549488126,0.0486811874609088,0.0382550445602994,"340665/1909/2335/26585/9464/3084/5156/860/223117/6423/6910/7291/10413",13
"GO:0001975","GO:0001975","response to amphetamine","4/445","32/18614",0.00682241703144327,0.0492477436825294,0.038700260353801,"1815/1909/5020/5999",4
"GO:0003338","GO:0003338","metanephros morphogenesis","4/445","32/18614",0.00682241703144327,0.0492477436825294,0.038700260353801,"26585/55083/5159/6299",4
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","4/445","32/18614",0.00682241703144327,0.0492477436825294,0.038700260353801,"633/79586/337876/1634",4
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","4/445","32/18614",0.00682241703144327,0.0492477436825294,0.038700260353801,"8434/860/6910/7291",4
"GO:0048839","GO:0048839","inner ear development","11/445","193/18614",0.00687895604273013,0.0495640862376378,0.0389488512196608,"114902/1301/115908/2561/2706/5159/5396/9096/7043/7474/6935",11
